{'pid': 1, 'username': 'root', 'name': 'systemd', 'vms': 16.500197550375347}
{'pid': 93, 'username': 'root', 'name': 'irq/26-aerdrv', 'vms': 0.0}

{'pid': 94, 'username': 'root', 'name': 'irq/27-aerdrv', 'vms': 0.0}

{'pid': 95, 'username': 'root', 'name': 'irq/28-aerdrv', 'vms': 0.0}

{'pid': 100, 'username': 'root', 'name': 'kworker/R-acpi_', 'vms': 0.0}

{'pid': 102, 'username': 'root', 'name': 'kworker/2:2-cgroup_destroy', 'vms': 0.0}

{'pid': 103, 'username': 'root', 'name': 'kworker/R-mld', 'vms': 0.0}

{'pid': 104, 'username': 'root', 'name': 'kworker/R-ipv6_', 'vms': 0.0}

{'pid': 111, 'username': 'root', 'name': 'kworker/R-kstrp', 'vms': 0.0}

{'pid': 127, 'username': 'root', 'name': 'kworker/R-charg', 'vms': 0.0}

{'pid': 146, 'username': 'root', 'name': 'kworker/0:1H-kblockd', 'vms': 0.0}

{'pid': 150, 'username': 'root', 'name': 'kworker/4:1H-kblockd', 'vms': 0.0}

{'pid': 151, 'username': 'root', 'name': 'kworker/6:1H-kblockd', 'vms': 0.0}

{'pid': 163, 'username': 'root', 'name': 'kworker/5:1H-kblockd', 'vms': 0.0}

{'pid': 164, 'username': 'root', 'name': 'kworker/7:1H-kblockd', 'vms': 0.0}

{'pid': 165, 'username': 'root', 'name': 'kworker/1:1H-kblockd', 'vms': 0.0}

{'pid': 166, 'username': 'root', 'name': 'kworker/3:1H-kblockd', 'vms': 0.0}

{'pid': 182, 'username': 'root', 'name': 'irq/30-DELL0A12:00', 'vms': 0.0}

{'pid': 204, 'username': 'root', 'name': 'kworker/R-nvme-', 'vms': 0.0}

{'pid': 205, 'username': 'root', 'name': 'kworker/R-nvme-', 'vms': 0.0}

{'pid': 206, 'username': 'root', 'name': 'kworker/R-nvme-', 'vms': 0.0}

{'pid': 207, 'username': 'root', 'name': 'kworker/R-nvme-', 'vms': 0.0}

{'pid': 246, 'username': 'root', 'name': 'jbd2/nvme0n1p2-8', 'vms': 0.0}

{'pid': 247, 'username': 'root', 'name': 'kworker/R-ext4-', 'vms': 0.0}

{'pid': 290, 'username': 'root', 'name': 'systemd-journald', 'vms': 6.413670485973923}

{'pid': 311, 'username': 'root', 'name': 'kworker/1:3-mm_percpu_wq', 'vms': 0.0}

{'pid': 348, 'username': 'root', 'name': 'systemd-udevd', 'vms': 2.6716712761754247}

{'pid': 404, 'username': 'root', 'name': 'ccp-1-q2', 'vms': 0.0}

{'pid': 405, 'username': 'root', 'name': 'ccp-1-q3', 'vms': 0.0}

{'pid': 406, 'username': 'root', 'name': 'ccp-1-q4', 'vms': 0.0}

{'pid': 407, 'username': 'root', 'name': 'hwrng', 'vms': 0.0}

{'pid': 417, 'username': 'root', 'name': 'kworker/R-cfg80', 'vms': 0.0}

{'pid': 436, 'username': 'root', 'name': 'kworker/R-crypt', 'vms': 0.0}

{'pid': 502, 'username': 'root', 'name': 'kworker/R-ath10', 'vms': 0.0}

{'pid': 503, 'username': 'root', 'name': 'kworker/R-ath10', 'vms': 0.0}

{'pid': 504, 'username': 'root', 'name': 'kworker/R-ath10', 'vms': 0.0}

{'pid': 506, 'username': 'systemd-oom', 'name': 'systemd-oomd', 'vms': 1.4654286843145001}

{'pid': 510, 'username': 'systemd-resolve', 'name': 'systemd-resolved', 'vms': 2.6689055709205847}

{'pid': 511, 'username': 'systemd-timesync', 'name': 'systemd-timesyncd', 'vms': 8.842354800474121}

{'pid': 582, 'username': 'root', 'name': 'accounts-daemon', 'vms': 23.865270644014224}

{'pid': 583, 'username': 'root', 'name': 'acpid', 'vms': 0.27815092848676415}

{'pid': 585, 'username': 'avahi', 'name': 'avahi-daemon', 'vms': 0.7613591465823785}

{'pid': 586, 'username': 'root', 'name': 'bluetoothd', 'vms': 1.0493875938364283}

{'pid': 588, 'username': 'root', 'name': 'cron', 'vms': 0.9379691821414461}

{'pid': 590, 'username': 'messagebus', 'name': 'dbus-daemon', 'vms': 1.1031212959304624}

{'pid': 591, 'username': 'root', 'name': 'NetworkManager', 'vms': 33.14421177400237}

{'pid': 596, 'username': 'root', 'name': 'irqbalance', 'vms': 8.178980640063216}

{'pid': 601, 'username': 'root', 'name': 'kworker/R-amdgp', 'vms': 0.0}

{'pid': 606, 'username': 'root', 'name': 'polkitd', 'vms': 23.995258790991702}

{'pid': 610, 'username': 'root', 'name': 'power-profiles-daemon', 'vms': 23.715527459502173}

{'pid': 613, 'username': 'syslog', 'name': 'rsyslogd', 'vms': 21.967996839193994}

{'pid': 622, 'username': 'root', 'name': 'snapd', 'vms': 219.12840774397472}

{'pid': 626, 'username': 'root', 'name': 'switcheroo-control', 'vms': 23.360331884630583}

{'pid': 629, 'username': 'root', 'name': 'kworker/R-ttm', 'vms': 0.0}

{'pid': 631, 'username': 'root', 'name': 'systemd-logind', 'vms': 4.765310154089293}

{'pid': 637, 'username': 'root', 'name': 'udisksd', 'vms': 38.85539312524694}

{'pid': 644, 'username': 'root', 'name': 'wpa_supplicant', 'vms': 1.7593836428289213}

{'pid': 657, 'username': 'avahi', 'name': 'avahi-daemon', 'vms': 0.7352824970367444}

{'pid': 676, 'username': 'root', 'name': 'ModemManager', 'vms': 31.417621493480837}

{'pid': 696, 'username': 'root', 'name': 'cupsd', 'vms': 7.212959304622679}

{'pid': 708, 'username': 'root', 'name': 'pured-linux-x64', 'vms': 57.96167522718293}

{'pid': 724, 'username': 'root', 'name': 'kworker/R-amdgp', 'vms': 0.0}

{'pid': 725, 'username': 'root', 'name': 'kworker/R-amdgp', 'vms': 0.0}

{'pid': 731, 'username': 'root', 'name': 'kworker/R-amdgp', 'vms': 0.0}

{'pid': 732, 'username': 'root', 'name': 'kworker/R-amdgp', 'vms': 0.0}

{'pid': 733, 'username': 'root', 'name': 'kworker/R-dm_vb', 'vms': 0.0}

{'pid': 794, 'username': 'root', 'name': 'unattended-upgr', 'vms': 11.672461477676807}

{'pid': 798, 'username': 'root', 'name': 'apache2', 'vms': 1.3796918214144607}

{'pid': 802, 'username': 'www-data', 'name': 'apache2', 'vms': 192.03951007506913}

{'pid': 804, 'username': 'www-data', 'name': 'apache2', 'vms': 192.03951007506913}

{'pid': 807, 'username': 'root', 'name': 'gdm3', 'vms': 23.837613591465825}

{'pid': 811, 'username': 'root', 'name': 'card1-crtc0', 'vms': 0.0}

{'pid': 812, 'username': 'root', 'name': 'card1-crtc1', 'vms': 0.0}

{'pid': 813, 'username': 'root', 'name': 'card1-crtc2', 'vms': 0.0}

{'pid': 814, 'username': 'root', 'name': 'card1-crtc3', 'vms': 0.0}

{'pid': 821, 'username': 'postgres', 'name': 'postgres', 'vms': 22.078625049387593}

{'pid': 891, 'username': 'postgres', 'name': 'postgres', 'vms': 22.09166337416041}

{'pid': 893, 'username': 'postgres', 'name': 'postgres', 'vms': 22.093243777163178}

{'pid': 908, 'username': 'postgres', 'name': 'postgres', 'vms': 22.078625049387593}

{'pid': 910, 'username': 'postgres', 'name': 'postgres', 'vms': 22.233109442907942}

{'pid': 913, 'username': 'postgres', 'name': 'postgres', 'vms': 22.233899644409323}

{'pid': 1091, 'username': 'rtkit', 'name': 'rtkit-daemon', 'vms': 15.211774002370605}

{'pid': 1248, 'username': 'root', 'name': 'upowerd', 'vms': 23.967996839193994}

{'pid': 1255, 'username': 'root', 'name': 'packagekitd', 'vms': 36.82813117344923}

{'pid': 1489, 'username': 'colord', 'name': 'colord', 'vms': 24.236665349664165}

{'pid': 1672, 'username': 'root', 'name': 'cups-browsed', 'vms': 17.00869221651521}

{'pid': 1674, 'username': 'ollama', 'name': 'ollama', 'vms': 238.64322402212565}

{'pid': 1677, 'username': 'kernoops', 'name': 'kerneloops', 'vms': 1.2931647570130382}

{'pid': 1687, 'username': 'kernoops', 'name': 'kerneloops', 'vms': 1.2931647570130382}

{'pid': 1732, 'username': 'root', 'name': 'gdm-session-worker', 'vms': 31.42947451600158}

{'pid': 1783, 'username': 'mahesh', 'name': 'systemd', 'vms': 1.788621098380087}

{'pid': 1784, 'username': 'mahesh', 'name': '(sd-pam)', 'vms': 10.351244567364677}

{'pid': 1790, 'username': 'mahesh', 'name': 'pipewire', 'vms': 11.459502173054128}

{'pid': 1791, 'username': 'mahesh', 'name': 'pipewire-media-session', 'vms': 3.2674832082180956}

{'pid': 1792, 'username': 'mahesh', 'name': 'pulseaudio', 'vms': 199.95614381667326}

{'pid': 1806, 'username': 'mahesh', 'name': 'gnome-keyring-daemon', 'vms': 23.805215329909128}

{'pid': 1820, 'username': 'mahesh', 'name': 'dbus-daemon', 'vms': 1.024101145792177}

{'pid': 1821, 'username': 'mahesh', 'name': 'xdg-document-portal', 'vms': 60.41841169498222}

{'pid': 1825, 'username': 'mahesh', 'name': 'xdg-permission-store', 'vms': 23.325958119320426}

{'pid': 1831, 'username': 'mahesh', 'name': 'fusermount3', 'vms': 0.276175424733307}

{'pid': 1852, 'username': 'mahesh', 'name': 'gdm-wayland-session', 'vms': 16.040300276570527}

{'pid': 1856, 'username': 'mahesh', 'name': 'gnome-session-binary', 'vms': 22.03121295930462}

{'pid': 1903, 'username': 'mahesh', 'name': 'gnome-session-ctl', 'vms': 9.078625049387593}

{'pid': 1914, 'username': 'mahesh', 'name': 'gvfsd', 'vms': 23.76926116159621}

{'pid': 1922, 'username': 'mahesh', 'name': 'gvfsd-fuse', 'vms': 37.62307388384038}

{'pid': 1924, 'username': 'mahesh', 'name': 'gnome-session-binary', 'vms': 44.01619913077835}

{'pid': 1947, 'username': 'mahesh', 'name': 'at-spi-bus-launcher', 'vms': 30.58435401027262}

{'pid': 1951, 'username': 'mahesh', 'name': 'gnome-shell', 'vms': 557.5796128012644}

{'pid': 1958, 'username': 'mahesh', 'name': 'dbus-daemon', 'vms': 0.8459107072303438}

{'pid': 1964, 'username': 'root', 'name': 'krfcommd', 'vms': 0.0}

{'pid': 2007, 'username': 'mahesh', 'name': 'gnome-shell-calendar-server', 'vms': 57.56183326748321}

{'pid': 2013, 'username': 'mahesh', 'name': 'evolution-source-registry', 'vms': 92.96009482418016}

{'pid': 2020, 'username': 'mahesh', 'name': 'goa-daemon', 'vms': 58.9909126827341}

{'pid': 2023, 'username': 'mahesh', 'name': 'evolution-calendar-factory', 'vms': 129.9541683129198}

{'pid': 2024, 'username': 'mahesh', 'name': 'dconf-service', 'vms': 15.528249703674437}

{'pid': 2035, 'username': 'mahesh', 'name': 'goa-identity-service', 'vms': 33.42591860924536}

{'pid': 2036, 'username': 'mahesh', 'name': 'gvfs-udisks2-volume-monitor', 'vms': 31.219676017384433}

{'pid': 2052, 'username': 'mahesh', 'name': 'evolution-addressbook-factory', 'vms': 73.70090873172659}

{'pid': 2054, 'username': 'mahesh', 'name': 'gvfs-gphoto2-volume-monitor', 'vms': 23.463848281311734}

{'pid': 2060, 'username': 'mahesh', 'name': 'gvfs-mtp-volume-monitor', 'vms': 23.356380877123666}

{'pid': 2070, 'username': 'mahesh', 'name': 'gvfs-afc-volume-monitor', 'vms': 31.135124456736467}

{'pid': 2078, 'username': 'mahesh', 'name': 'gvfs-goa-volume-monitor', 'vms': 23.373765310154088}

{'pid': 2084, 'username': 'mahesh', 'name': 'gvfsd-trash', 'vms': 31.182141446068748}

{'pid': 2098, 'username': 'mahesh', 'name': 'gjs', 'vms': 289.5258790991703}

{'pid': 2099, 'username': 'mahesh', 'name': 'at-spi2-registryd', 'vms': 16.06953773212169}

{'pid': 2114, 'username': 'mahesh', 'name': 'sh', 'vms': 0.28565784274990125}

{'pid': 2115, 'username': 'mahesh', 'name': 'gsd-a11y-settings', 'vms': 30.663374160410903}

{'pid': 2118, 'username': 'mahesh', 'name': 'ibus-daemon', 'vms': 31.161596207032794}

{'pid': 2122, 'username': 'mahesh', 'name': 'gsd-color', 'vms': 60.266693006716714}

{'pid': 2123, 'username': 'mahesh', 'name': 'gsd-datetime', 'vms': 37.08850256815488}

{'pid': 2124, 'username': 'mahesh', 'name': 'gsd-housekeeping', 'vms': 30.913472935598577}

{'pid': 2126, 'username': 'mahesh', 'name': 'gsd-keyboard', 'vms': 33.63295140260767}

{'pid': 2128, 'username': 'mahesh', 'name': 'gsd-media-keys', 'vms': 70.79375740813907}

{'pid': 2129, 'username': 'mahesh', 'name': 'gsd-power', 'vms': 70.68115369419202}

{'pid': 2135, 'username': 'mahesh', 'name': 'gsd-print-notifications', 'vms': 24.68075859344133}

{'pid': 2136, 'username': 'mahesh', 'name': 'gsd-rfkill', 'vms': 45.22520742789411}

{'pid': 2137, 'username': 'mahesh', 'name': 'gsd-screensaver-proxy', 'vms': 23.339786645594625}

{'pid': 2138, 'username': 'mahesh', 'name': 'gsd-sharing', 'vms': 46.03753457131569}

{'pid': 2145, 'username': 'mahesh', 'name': 'gsd-smartcard', 'vms': 38.13196365073094}

{'pid': 2151, 'username': 'mahesh', 'name': 'gsd-sound', 'vms': 31.544053733702093}

{'pid': 2154, 'username': 'mahesh', 'name': 'gsd-wacom', 'vms': 40.98340576847096}

{'pid': 2180, 'username': 'mahesh', 'name': 'gsd-disk-utility-notify', 'vms': 22.942710391149742}

{'pid': 2185, 'username': 'mahesh', 'name': 'evolution-alarm-notify', 'vms': 82.75740813907547}

{'pid': 2188, 'username': 'mahesh', 'name': 'ibus-dconf', 'vms': 23.442117740023708}

{'pid': 2190, 'username': 'mahesh', 'name': 'ibus-extension-gtk3', 'vms': 34.35914658237851}

{'pid': 2198, 'username': 'mahesh', 'name': 'ibus-portal', 'vms': 23.435401027261953}

{'pid': 2264, 'username': 'mahesh', 'name': 'snap-store', 'vms': 116.41050967996838}

{'pid': 2304, 'username': 'mahesh', 'name': 'gsd-printer', 'vms': 33.81627815092849}

{'pid': 2309, 'username': 'mahesh', 'name': 'ibus-engine-simple', 'vms': 16.148162781509285}

{'pid': 2330, 'username': 'mahesh', 'name': 'snapd-desktop-integration', 'vms': 3.864875543263532}

{'pid': 2426, 'username': 'mahesh', 'name': 'snapd-desktop-integration', 'vms': 42.66534966416436}

{'pid': 2445, 'username': 'mahesh', 'name': 'xdg-desktop-portal', 'vms': 61.61793757408139}

{'pid': 2454, 'username': 'mahesh', 'name': 'xdg-desktop-portal-gnome', 'vms': 66.8850256815488}

{'pid': 2507, 'username': 'mahesh', 'name': 'gjs', 'vms': 289.53733702094036}

{'pid': 2544, 'username': 'mahesh', 'name': 'xdg-desktop-portal-gtk', 'vms': 34.02607664954564}

{'pid': 2598, 'username': 'mahesh', 'name': 'gvfsd-metadata', 'vms': 16.290399051758197}

{'pid': 2728, 'username': 'mahesh', 'name': 'chrome', 'vms': 3435.9984195969973}

{'pid': 2733, 'username': 'mahesh', 'name': 'cat', 'vms': 0.8407743974713552}

{'pid': 2734, 'username': 'mahesh', 'name': 'cat', 'vms': 0.8407743974713552}

{'pid': 2736, 'username': 'mahesh', 'name': 'chrome_crashpad_handler', 'vms': 3316.63413670486}

{'pid': 2738, 'username': 'mahesh', 'name': 'chrome_crashpad_handler', 'vms': 3315.721849071513}

{'pid': 2744, 'username': 'mahesh', 'name': 'chrome', 'vms': 3353.3069932832873}

{'pid': 2745, 'username': 'mahesh', 'name': 'chrome', 'vms': 3353.3058079810353}

{'pid': 2747, 'username': 'mahesh', 'name': 'chrome', 'vms': 3353.3081785855393}

{'pid': 2758, 'username': 'mahesh', 'name': 'Xwayland', 'vms': 98.69458711971552}

{'pid': 2771, 'username': 'mahesh', 'name': 'gsd-xsettings', 'vms': 82.20940339786645}

{'pid': 2801, 'username': 'mahesh', 'name': 'ibus-x11', 'vms': 19.1797708415646}

{'pid': 2841, 'username': 'mahesh', 'name': 'chrome', 'vms': 3397.4488344527854}

{'pid': 2843, 'username': 'mahesh', 'name': 'chrome', 'vms': 3356.698933227973}

{'pid': 2853, 'username': 'mahesh', 'name': 'chrome', 'vms': 3359.103911497432}

{'pid': 2965, 'username': 'mahesh', 'name': 'chrome', 'vms': 144357.2003160806}

{'pid': 3009, 'username': 'mahesh', 'name': 'chrome', 'vms': 144357.2003160806}

{'pid': 3150, 'username': 'mahesh', 'name': 'chrome', 'vms': 144361.9944685895}

{'pid': 3177, 'username': 'mahesh', 'name': 'chrome', 'vms': 144357.2003160806}

{'pid': 3203, 'username': 'mahesh', 'name': 'chrome', 'vms': 3379.7862504938757}

{'pid': 3304, 'username': 'mahesh', 'name': 'update-notifier', 'vms': 41.52429869616752}

{'pid': 4676, 'username': 'mahesh', 'name': 'nautilus', 'vms': 93.30027657052548}

{'pid': 5623, 'username': 'mahesh', 'name': 'gvfsd-network', 'vms': 38.397866455946264}

{'pid': 5672, 'username': 'mahesh', 'name': 'gvfsd-dnssd', 'vms': 31.294745160015804}

{'pid': 6868, 'username': 'root', 'name': 'kworker/0:0-events_long', 'vms': 0.0}

{'pid': 7870, 'username': 'root', 'name': 'kworker/7:0-events', 'vms': 0.0}

{'pid': 8048, 'username': 'mahesh', 'name': 'tracker-miner-fs-3', 'vms': 124.85539312524693}

{'pid': 9522, 'username': 'mahesh', 'name': 'chrome', 'vms': 144187.81311734492}

{'pid': 10724, 'username': 'mahesh', 'name': 'chrome', 'vms': 144357.23192414065}

{'pid': 10741, 'username': 'mahesh', 'name': 'gnome-terminal-server', 'vms': 54.623864085341765}

{'pid': 10759, 'username': 'mahesh', 'name': 'bash', 'vms': 1.4907151323587515}

{'pid': 11019, 'username': 'mahesh', 'name': 'code', 'vms': 144344.40418806794}

{'pid': 11023, 'username': 'mahesh', 'name': 'code', 'vms': 3338.7214539707625}

{'pid': 11024, 'username': 'mahesh', 'name': 'code', 'vms': 3338.7202686685105}

{'pid': 11026, 'username': 'mahesh', 'name': 'code', 'vms': 3338.723429474516}

{'pid': 11045, 'username': 'mahesh', 'name': 'chrome_crashpad_handler', 'vms': 3316.476491505334}

{'pid': 11062, 'username': 'mahesh', 'name': 'code', 'vms': 3382.2655077044647}

{'pid': 11066, 'username': 'mahesh', 'name': 'code', 'vms': 3345.309758988542}

{'pid': 11107, 'username': 'root', 'name': 'kworker/u33:11-ttm', 'vms': 0.0}

{'pid': 11122, 'username': 'mahesh', 'name': 'code', 'vms': 145348.1892532596}

{'pid': 11138, 'username': 'mahesh', 'name': 'code', 'vms': 144325.9758988542}

{'pid': 11139, 'username': 'mahesh', 'name': 'code', 'vms': 144327.64954563414}

{'pid': 11140, 'username': 'mahesh', 'name': 'code', 'vms': 144496.34492295535}

{'pid': 11191, 'username': 'mahesh', 'name': 'pet', 'vms': 0.5246937969182142}

{'pid': 11292, 'username': 'mahesh', 'name': 'code', 'vms': 144327.66772026866}

{'pid': 11320, 'username': 'mahesh', 'name': 'bash', 'vms': 1.49585144211774}

{'pid': 11477, 'username': 'mahesh', 'name': 'code', 'vms': 144150.3235875148}

{'pid': 11525, 'username': 'mahesh', 'name': 'code', 'vms': 144828.5199525879}

{'pid': 11634, 'username': 'root', 'name': 'kworker/3:1-events', 'vms': 0.0}

{'pid': 11924, 'username': 'root', 'name': 'kworker/2:1-mm_percpu_wq', 'vms': 0.0}

{'pid': 12197, 'username': 'root', 'name': 'kworker/5:1-mm_percpu_wq', 'vms': 0.0}

{'pid': 12633, 'username': 'root', 'name': 'kworker/6:1-events_freezable', 'vms': 0.0}

{'pid': 14484, 'username': 'root', 'name': 'kworker/0:2-events', 'vms': 0.0}

{'pid': 14506, 'username': 'root', 'name': 'kworker/7:2-cgroup_destroy', 'vms': 0.0}

{'pid': 14653, 'username': 'root', 'name': 'kworker/1:1-events', 'vms': 0.0}

{'pid': 14660, 'username': 'root', 'name': 'kworker/4:2-events', 'vms': 0.0}

{'pid': 14661, 'username': 'root', 'name': 'kworker/3:2-mm_percpu_wq', 'vms': 0.0}

{'pid': 14691, 'username': 'root', 'name': 'kworker/u32:30-events_unbound', 'vms': 0.0}

{'pid': 14692, 'username': 'root', 'name': 'kworker/u32:31-flush-259:0', 'vms': 0.0}

{'pid': 15290, 'username': 'mahesh', 'name': 'chrome', 'vms': 144361.98854207824}

{'pid': 15298, 'username': 'mahesh', 'name': 'chrome', 'vms': 144183.719478467}

{'pid': 15387, 'username': 'root', 'name': 'kworker/4:0-cgroup_destroy', 'vms': 0.0}

{'pid': 15770, 'username': 'root', 'name': 'kworker/u33:0-ttm', 'vms': 0.0}

{'pid': 15786, 'username': 'root', 'name': 'kworker/u32:0-flush-259:0', 'vms': 0.0}

{'pid': 15788, 'username': 'root', 'name': 'kworker/u32:2-events_unbound', 'vms': 0.0}

{'pid': 15933, 'username': 'root', 'name': 'kworker/6:0', 'vms': 0.0}

